ID,Richness,year
48_489678,13,2009
48_489679,21,2007
48_489679,12,2008
48_489679,12,2009
48_489680,6,2004
48_489680,11,2005
48_489680,11,2006
48_489680,14,2007
48_489680,8,2008
48_489680,11,2009
48_489680,15,2010
48_489680,11,2011
48_489680,14,2014
48_489681,12,2004
48_489681,7,2005
48_489681,9,2006
48_489681,9,2007
48_489681,9,2008
48_489681,8,2009
48_489682,12,2004
48_489682,15,2005
48_489682,13,2006
48_489682,22,2007
48_489682,14,2008
48_489682,16,2009
48_489682,3,2010
48_489682,19,2011
48_489682,13,2014
49_489683,18,2004
49_489683,19,2005
49_489683,23,2006
49_489683,13,2007
49_489683,14,2008
49_489683,11,2011
49_489683,10,2014
49_489684,25,2004
49_489684,22,2005
49_489684,25,2006
49_489684,16,2007
49_489684,17,2008
49_489684,18,2011
49_489684,15,2014
49_489685,8,2004
49_489685,4,2005
49_489685,12,2006
49_489685,8,2007
49_489685,7,2008
49_489686,20,2004
49_489686,14,2005
49_489686,20,2006
49_489686,11,2007
49_489686,14,2008
49_489687,10,2004
49_489687,10,2005
49_489687,18,2006
49_489687,12,2007
49_489687,19,2008
49_489688,15,2004
49_489688,8,2005
49_489688,14,2006
49_489688,9,2007
49_489688,10,2008
49_489689,23,2004
49_489689,23,2005
49_489689,30,2006
49_489689,20,2007
49_489689,21,2008
49_489689,22,2011
49_489689,21,2014
49_489690,9,2004
49_489690,6,2005
49_489690,13,2006
49_489690,2,2007
49_489690,4,2008
49_489691,28,2004
49_489691,14,2005
49_489691,16,2006
49_489691,10,2007
49_489691,12,2008
49_489692,19,2004
49_489692,13,2005
49_489692,22,2006
49_489692,10,2007
49_489692,14,2008
49_489693,19,2005
49_489693,20,2006
49_489693,14,2007
49_489693,14,2008
49_489694,11,2004
49_489694,10,2005
49_489694,7,2006
49_489694,9,2007
49_489694,8,2008
49_489695,20,2004
49_489695,22,2005
49_489695,18,2006
49_489695,15,2007
49_489695,14,2008
49_489696,27,2004
49_489696,26,2005
49_489696,22,2006
49_489696,16,2007
49_489696,16,2008
49_489697,24,2004
49_489697,17,2005
49_489697,19,2006
49_489697,15,2007
49_489697,15,2008
49_489697,16,2011
49_489697,19,2014
49_489698,21,2004
49_489698,16,2005
49_489698,12,2006
49_489698,12,2007
49_489698,6,2008
49_489699,5,2004
49_489699,17,2005
49_489699,21,2006
49_489699,7,2007
49_489699,23,2008
49_489700,22,2004
49_489700,26,2005
49_489700,18,2006
49_489700,15,2007
49_489700,19,2008
49_489701,28,2005
49_489701,26,2006
49_489701,21,2007
49_489701,22,2008
49_489702,21,2004
49_489702,24,2005
49_489702,25,2006
49_489702,14,2007
49_489702,12,2008
49_489703,20,2004
49_489703,24,2005
49_489703,20,2006
49_489703,11,2007
49_489704,3,2004
49_489704,7,2005
49_489704,4,2006
49_489704,6,2007
49_489704,5,2008
49_489705,7,2004
49_489705,5,2005
49_489705,7,2006
49_489705,1,2007
49_489705,4,2008
49_489706,4,2004
49_489706,4,2005
49_489706,6,2006
49_489706,0,2007
49_489706,0,2008
49_489707,6,2004
49_489707,5,2005
49_489707,5,2006
49_489707,0,2007
49_489707,1,2008
49_489708,4,2004
49_489708,2,2005
49_489708,4,2006
49_489708,0,2007
49_489708,0,2008
49_489709,5,2005
49_489709,6,2006
49_489709,4,2007
49_489709,2,2008
49_489710,18,2004
49_489710,12,2005
49_489710,18,2006
49_489710,8,2007
49_489710,7,2008
49_489710,11,2011
49_489710,9,2014
49_489711,23,2004
49_489711,11,2005
49_489711,22,2006
49_489711,15,2007
49_489711,14,2008
49_489711,16,2011
49_489711,15,2014
49_489712,32,2004
49_489712,27,2005
49_489712,33,2006
49_489712,22,2007
49_489712,25,2008
49_489712,23,2011
49_489712,23,2014
49_489713,8,2004
49_489713,7,2005
49_489713,8,2006
49_489713,6,2007
49_489713,7,2008
49_489714,18,2004
49_489714,19,2005
49_489714,18,2006
49_489714,13,2007
49_489714,17,2008
49_489715,15,2004
49_489715,6,2005
49_489715,12,2006
49_489715,6,2007
49_489715,9,2008
49_489715,14,2011
49_489715,7,2014
49_489716,25,2004
49_489716,20,2005
49_489716,16,2006
49_489716,15,2007
49_489716,14,2008
49_489717,13,2004
49_489717,16,2005
49_489717,11,2006
49_489717,6,2007
49_489717,8,2008
49_489718,29,2004
49_489718,20,2005
49_489718,16,2006
49_489718,21,2007
49_489718,15,2008
49_489719,28,2004
49_489719,17,2005
49_489719,26,2006
49_489719,21,2007
49_489719,18,2008
49_489719,19,2011
49_489719,19,2014
49_489720,15,2004
49_489720,20,2005
49_489720,11,2006
49_489720,14,2007
49_489720,17,2008
49_489721,22,2004
49_489721,24,2005
49_489721,20,2006
49_489721,19,2007
49_489721,14,2008
49_489721,17,2011
49_489721,17,2014
49_489722,17,2004
49_489722,8,2005
49_489722,10,2006
49_489722,11,2007
49_489722,9,2008
50_489723,4,2004
50_489723,9,2005
50_489723,8,2007
50_489723,6,2008
50_489723,8,2009
50_489723,8,2010
50_489723,3,2011
50_489724,11,2005
50_489724,13,2006
50_489724,12,2007
50_489724,14,2008
50_489724,13,2009
50_489725,12,2004
50_489725,12,2005
50_489725,13,2006
50_489725,18,2007
50_489725,8,2008
50_489725,13,2009
50_489725,16,2010
50_489725,13,2011
50_489725,14,2014
50_489726,18,2004
50_489726,18,2005
50_489726,20,2006
50_489726,23,2007
50_489726,17,2008
50_489726,20,2009
50_489727,12,2004
50_489727,12,2005
50_489727,11,2006
50_489727,17,2007
50_489727,14,2008
50_489727,14,2009
50_489728,12,2004
50_489728,13,2005
50_489728,11,2006
50_489728,15,2007
50_489728,9,2008
50_489728,16,2009
50_489728,15,2010
50_489728,9,2011
50_489728,9,2014
50_489729,13,2004
50_489729,12,2005
50_489729,7,2006
50_489729,15,2007
50_489729,11,2008
50_489729,11,2009
50_489730,18,2004
50_489730,11,2005
50_489730,14,2006
50_489730,8,2007
50_489730,10,2008
50_489730,17,2009
50_489730,17,2010
50_489730,12,2011
50_489730,12,2014
50_489731,21,2004
50_489731,12,2005
50_489731,11,2006
50_489731,24,2007
50_489731,17,2008
50_489731,22,2009
50_489731,10,2011
50_489731,21,2014
50_489732,17,2004
50_489732,11,2005
50_489732,7,2006
50_489732,12,2007
50_489732,11,2008
50_489732,17,2009
50_489733,10,2004
50_489733,11,2005
50_489733,11,2006
50_489733,9,2007
50_489733,13,2008
50_489733,12,2009
50_489734,2,2005
50_489734,1,2006
50_489734,1,2007
50_489734,2,2008
50_489734,2,2009
50_489735,17,2004
50_489735,14,2005
50_489735,13,2006
50_489735,12,2007
50_489735,14,2008
50_489735,19,2009
50_489735,15,2010
50_489735,12,2011
50_489735,16,2014
50_489736,7,2004
50_489736,6,2005
50_489736,2,2006
50_489736,4,2007
50_489736,3,2008
50_489736,9,2009
50_489737,0,2007
50_489737,4,2008
50_489737,4,2009
50_489738,4,2004
50_489738,2,2005
50_489738,6,2006
50_489738,10,2007
50_489738,4,2008
50_489738,7,2009
50_489738,6,2010
50_489738,6,2011
50_489738,10,2014
50_489739,9,2004
50_489739,5,2006
50_489739,2,2007
50_489739,1,2008
50_489739,8,2009
50_489740,8,2004
50_489740,10,2005
50_489740,7,2006
50_489740,9,2007
50_489740,15,2008
50_489740,11,2009
50_489740,17,2010
50_489741,9,2004
50_489741,2,2007
50_489741,1,2008
50_489741,7,2009
50_489742,2,2004
50_489742,2,2005
50_489742,3,2006
50_489742,11,2007
50_489742,6,2008
50_489742,3,2009
50_489743,4,2004
50_489743,4,2005
50_489743,4,2006
50_489743,6,2007
50_489743,3,2008
50_489743,7,2009
50_489744,9,2006
50_489744,13,2007
50_489744,9,2008
50_489744,11,2009
50_489745,16,2004
50_489745,8,2005
50_489745,12,2006
50_489745,15,2007
50_489745,9,2008
50_489745,13,2009
50_489746,19,2004
50_489746,12,2005
50_489746,11,2006
50_489746,8,2007
50_489746,8,2008
50_489746,13,2009
50_489747,17,2004
50_489747,9,2005
50_489747,17,2006
50_489747,20,2007
50_489747,10,2008
50_489747,17,2009
50_489748,10,2004
50_489748,7,2005
50_489748,11,2006
50_489748,12,2007
50_489748,7,2008
50_489748,10,2009
50_489748,11,2010
50_489748,8,2011
50_489748,11,2014
50_489749,9,2004
50_489749,6,2005
50_489749,8,2006
50_489749,9,2007
50_489749,9,2008
50_489749,9,2009
50_489750,7,2004
50_489750,6,2005
50_489750,10,2006
50_489750,10,2007
50_489750,7,2008
50_489750,10,2009
50_489751,8,2004
50_489751,9,2005
50_489751,11,2006
50_489751,15,2007
50_489751,11,2008
50_489751,13,2009
50_489752,25,2004
50_489752,13,2005
50_489752,15,2006
50_489752,20,2007
50_489752,13,2008
50_489752,19,2009
50_489752,22,2010
50_489752,17,2011
50_489752,21,2014
50_489753,12,2004
50_489753,7,2005
50_489753,9,2006
50_489753,12,2007
50_489753,10,2008
50_489753,12,2009
50_489754,8,2004
50_489754,7,2005
50_489754,7,2006
50_489754,11,2007
50_489754,6,2008
50_489754,10,2009
50_489755,8,2004
50_489755,12,2005
50_489755,10,2006
50_489755,10,2007
50_489755,9,2008
50_489755,10,2009
50_489756,15,2004
50_489756,6,2005
50_489756,8,2006
50_489756,12,2007
50_489756,12,2008
50_489756,8,2009
50_489757,12,2004
50_489757,8,2005
50_489757,11,2006
50_489757,13,2007
50_489757,7,2008
50_489757,15,2009
50_489758,12,2004
50_489758,9,2005
50_489758,9,2006
50_489758,8,2007
50_489758,9,2008
50_489758,14,2009
50_489759,9,2004
50_489759,11,2005
50_489759,15,2006
50_489759,18,2007
50_489759,13,2008
50_489759,20,2009
50_489760,18,2004
50_489760,5,2005
50_489760,7,2006
50_489760,9,2007
50_489760,11,2008
50_489760,9,2009
50_489760,5,2010
50_489760,8,2011
50_489760,9,2014
50_489761,18,2004
50_489761,15,2005
50_489761,17,2006
50_489761,19,2007
50_489761,11,2008
50_489761,15,2009
50_489762,16,2004
50_489762,9,2005
50_489762,9,2006
50_489762,12,2007
50_489762,14,2008
50_489762,13,2009
51_489763,1,2004
51_489763,1,2006
51_489763,0,2007
51_489763,0,2008
51_489763,3,2009
51_489763,4,2010
51_489764,0,2004
51_489764,1,2005
51_489764,1,2006
51_489764,1,2007
51_489764,1,2008
51_489764,5,2009
51_489765,8,2004
51_489765,5,2005
51_489765,6,2006
51_489765,5,2007
51_489765,9,2008
51_489765,7,2009
51_489766,14,2004
51_489766,14,2005
51_489766,12,2006
51_489766,11,2007
51_489766,10,2008
51_489766,16,2009
51_489767,4,2004
51_489767,3,2005
51_489767,4,2006
51_489767,9,2007
51_489767,4,2008
51_489767,8,2009
51_489768,8,2004
51_489768,10,2005
51_489768,9,2006
51_489768,9,2007
51_489768,7,2008
51_489768,6,2009
51_489769,9,2004
51_489769,13,2005
51_489769,11,2006
51_489769,6,2007
51_489769,3,2008
51_489769,10,2009
51_489769,8,2010
51_489769,11,2011
51_489769,17,2014
51_489770,5,2004
51_489770,7,2005
51_489770,3,2006
51_489770,8,2007
51_489770,5,2008
51_489770,12,2009
51_489771,1,2008
51_489771,5,2009
51_489772,8,2004
51_489772,1,2008
51_489772,7,2009
51_489773,5,2008
51_489773,4,2009
51_489774,16,2004
51_489774,16,2005
51_489774,18,2006
51_489774,16,2007
51_489774,16,2008
51_489774,18,2009
51_489775,0,2007
51_489775,0,2008
51_489776,3,2004
51_489776,6,2005
51_489776,4,2006
51_489776,6,2007
51_489776,6,2008
51_489776,7,2009
51_489776,8,2010
51_489776,7,2011
51_489776,10,2014
51_489777,9,2004
51_489777,2,2005
51_489777,5,2006
51_489777,6,2007
51_489777,7,2008
51_489777,8,2009
51_489778,4,2004
51_489778,2,2005
51_489778,3,2006
51_489778,4,2007
51_489778,3,2008
51_489778,6,2009
51_489779,11,2004
51_489779,14,2005
51_489779,13,2006
51_489779,17,2007
51_489779,10,2008
51_489779,15,2009
51_489779,14,2011
51_489779,21,2014
51_489780,8,2004
51_489780,6,2005
51_489780,6,2006
51_489780,12,2007
51_489780,4,2008
51_489780,10,2009
51_489781,0,2008
51_489782,15,2004
51_489782,15,2005
51_489782,14,2006
51_489782,12,2007
51_489782,11,2008
51_489782,15,2009
51_489783,13,2005
51_489783,14,2006
51_489783,11,2007
51_489783,14,2008
51_489783,7,2009
51_489783,14,2010
51_489783,13,2011
51_489783,18,2014
51_489784,14,2004
51_489784,17,2005
51_489784,21,2006
51_489784,19,2007
51_489784,18,2008
51_489784,21,2009
51_489785,18,2004
51_489785,15,2005
51_489785,20,2006
51_489785,18,2007
51_489785,15,2008
51_489785,14,2009
51_489786,17,2004
51_489786,18,2005
51_489786,18,2006
51_489786,2,2007
51_489786,16,2008
51_489786,14,2009
51_489787,14,2004
51_489787,18,2005
51_489787,17,2006
51_489787,20,2007
51_489787,18,2008
51_489787,24,2009
51_489787,20,2010
51_489787,18,2011
51_489787,22,2014
51_489788,20,2004
51_489788,17,2005
51_489788,18,2006
51_489788,21,2007
51_489788,17,2008
51_489788,21,2009
51_489789,14,2004
51_489789,12,2005
51_489789,12,2006
51_489789,19,2007
51_489789,17,2008
51_489789,18,2009
51_489789,14,2010
51_489789,12,2011
51_489789,19,2014
51_489790,16,2004
51_489790,20,2005
51_489790,15,2006
51_489790,17,2007
51_489790,16,2008
51_489790,20,2009
51_489791,18,2004
51_489791,18,2005
51_489791,21,2006
51_489791,23,2007
51_489791,15,2008
51_489791,23,2009
51_489791,14,2010
51_489791,16,2011
51_489791,18,2014
51_489792,15,2004
51_489792,9,2005
51_489792,10,2006
51_489792,17,2007
51_489792,12,2008
51_489792,16,2009
51_489793,16,2004
51_489793,18,2005
51_489793,19,2006
51_489793,16,2007
51_489793,21,2008
51_489793,24,2009
51_489794,18,2004
51_489794,14,2005
51_489794,17,2006
51_489794,20,2007
51_489794,13,2008
51_489794,21,2009
51_489795,19,2004
51_489795,17,2005
51_489795,11,2006
51_489795,13,2007
51_489795,17,2008
51_489795,21,2009
51_489795,18,2010
51_489795,15,2011
51_489795,19,2014
51_489796,16,2004
51_489796,17,2005
51_489796,18,2006
51_489796,19,2007
51_489796,15,2008
51_489796,21,2009
51_489796,16,2010
51_489796,15,2011
51_489796,18,2014
51_489797,14,2004
51_489797,11,2005
51_489797,13,2006
51_489797,16,2007
51_489797,13,2008
51_489797,12,2009
51_489797,10,2010
51_489797,11,2011
51_489797,16,2014
51_489798,0,2008
51_489798,2,2009
51_489799,17,2004
51_489799,19,2007
51_489799,12,2008
51_489799,17,2009
51_489800,17,2004
51_489800,16,2005
51_489800,15,2006
51_489800,19,2007
51_489800,11,2008
51_489800,15,2009
51_489801,13,2004
51_489801,13,2005
51_489801,12,2006
51_489801,14,2007
51_489801,11,2008
51_489801,19,2009
51_489802,20,2004
51_489802,14,2005
51_489802,14,2006
51_489802,13,2007
51_489802,11,2008
51_489802,19,2009
52_489803,7,2004
52_489804,6,2004
52_489804,5,2012
52_489805,8,2004
52_489806,3,2004
52_489806,5,2012
52_489807,1,2004
52_489808,0,2004
52_489808,2,2012
52_489809,1,2004
52_489810,2,2004
52_489810,2,2012
52_489811,1,2004
52_489812,1,2004
52_489813,7,2004
52_489813,7,2012
52_489814,3,2004
52_489815,0,2004
52_489815,4,2012
52_489816,4,2004
52_489817,1,2004
52_489818,7,2004
52_489818,8,2012
52_489819,2,2004
52_489819,10,2012
52_489820,6,2004
52_489821,2,2004
52_489821,6,2012
52_489822,7,2004
52_489822,7,2012
53_489823,4,2004
53_489823,6,2005
53_489823,6,2006
53_489823,6,2007
53_489823,6,2008
53_489823,6,2009
53_489823,6,2011
53_489823,6,2014
53_489824,7,2004
53_489824,7,2005
53_489824,7,2006
53_489824,7,2007
53_489824,7,2008
53_489824,7,2009
53_489825,7,2004
53_489825,8,2005
53_489825,7,2006
53_489825,8,2007
53_489825,7,2008
53_489825,7,2009
53_489826,6,2004
53_489826,6,2005
53_489826,7,2006
53_489826,6,2007
53_489826,6,2008
53_489826,7,2009
53_489826,6,2011
53_489826,6,2014
53_489827,7,2004
53_489827,7,2005
53_489827,7,2006
53_489827,8,2007
53_489827,7,2008
53_489827,7,2009
53_489827,6,2011
53_489827,7,2014
53_489828,8,2004
53_489828,7,2005
53_489828,7,2006
53_489828,6,2007
53_489828,6,2008
53_489828,7,2009
53_489829,6,2004
53_489829,6,2005
53_489829,8,2006
53_489829,7,2007
53_489829,6,2008
53_489829,8,2009
53_489829,6,2011
53_489829,8,2014
53_489830,7,2004
53_489830,7,2005
53_489830,7,2006
53_489830,8,2007
53_489830,7,2008
53_489830,7,2009
53_489830,7,2011
53_489830,7,2014
53_489831,7,2004
53_489831,7,2005
53_489831,6,2006
53_489831,8,2007
53_489831,7,2008
53_489831,7,2009
53_489832,6,2004
53_489832,7,2005
53_489832,5,2006
53_489832,9,2007
53_489832,8,2008
53_489832,7,2009
53_489833,7,2004
53_489833,8,2005
53_489833,7,2006
53_489833,6,2007
53_489833,6,2008
53_489833,7,2009
53_489834,6,2004
53_489834,8,2005
53_489834,7,2006
53_489834,8,2007
53_489834,6,2008
53_489834,8,2009
53_489834,6,2011
53_489834,7,2014
53_489835,6,2004
53_489835,6,2005
53_489835,7,2006
53_489835,5,2007
53_489835,7,2008
53_489835,8,2009
53_489836,8,2004
53_489836,8,2005
53_489836,7,2006
53_489836,5,2007
53_489836,6,2008
53_489836,8,2009
53_489837,7,2004
53_489837,7,2005
53_489837,7,2006
53_489837,7,2007
53_489837,6,2008
53_489837,7,2009
53_489837,7,2014
53_489838,8,2004
53_489838,7,2005
53_489838,7,2006
53_489838,7,2007
53_489838,7,2008
53_489838,8,2009
53_489839,7,2004
53_489839,6,2005
53_489839,7,2006
53_489839,3,2007
53_489839,7,2008
53_489839,6,2009
53_489840,11,2004
53_489840,11,2005
53_489840,8,2006
53_489840,9,2007
53_489840,7,2008
53_489840,10,2009
53_489841,8,2004
53_489841,7,2005
53_489841,7,2006
53_489841,6,2007
53_489841,7,2008
53_489841,7,2009
53_489842,8,2004
53_489842,9,2005
53_489842,8,2006
53_489842,8,2007
53_489842,8,2008
53_489842,7,2009
53_489843,9,2004
53_489843,7,2005
53_489843,7,2006
53_489843,8,2007
53_489843,7,2008
53_489843,7,2009
53_489844,8,2004
53_489844,6,2005
53_489844,8,2006
53_489844,7,2007
53_489844,8,2008
53_489844,7,2009
53_489845,9,2004
53_489845,10,2005
53_489845,10,2006
53_489845,8,2007
53_489845,8,2008
53_489845,11,2009
53_489846,5,2004
53_489846,5,2005
53_489846,7,2006
53_489846,6,2007
53_489846,6,2008
53_489846,5,2009
53_489847,7,2004
53_489847,8,2005
53_489847,9,2006
53_489847,6,2007
53_489847,8,2008
53_489847,7,2009
53_489848,8,2004
53_489848,7,2005
53_489848,8,2006
53_489848,5,2007
53_489848,5,2008
53_489848,10,2009
53_489849,9,2004
53_489849,9,2005
53_489849,8,2006
53_489849,7,2007
53_489849,8,2008
53_489849,8,2009
53_489850,6,2004
53_489850,7,2005
53_489850,7,2006
53_489850,6,2007
53_489850,5,2008
53_489850,6,2009
53_489851,10,2004
53_489851,8,2005
53_489851,8,2006
53_489851,6,2007
53_489851,8,2008
53_489851,7,2009
53_489852,8,2004
53_489852,10,2005
53_489852,6,2006
53_489852,9,2007
53_489852,9,2008
53_489852,8,2009
53_489853,8,2004
53_489853,9,2005
53_489853,9,2006
53_489853,10,2007
53_489853,9,2008
53_489853,9,2009
53_489854,6,2004
53_489854,6,2005
53_489854,6,2006
53_489854,6,2007
53_489854,6,2008
53_489854,6,2009
53_489855,8,2004
53_489855,9,2005
53_489855,8,2006
53_489855,6,2007
53_489855,8,2008
53_489855,9,2009
53_489856,8,2004
53_489856,9,2005
53_489856,9,2006
53_489856,8,2007
53_489856,8,2008
53_489856,6,2009
53_489857,8,2004
53_489857,7,2005
53_489857,7,2006
53_489857,7,2007
53_489857,7,2008
53_489857,7,2009
53_489858,9,2004
53_489858,9,2005
53_489858,7,2006
53_489858,8,2007
53_489858,8,2008
53_489858,8,2009
53_489859,9,2004
53_489859,8,2005
53_489859,7,2006
53_489859,7,2007
53_489859,7,2008
53_489859,9,2009
53_489859,6,2011
53_489859,8,2014
53_489860,16,2004
53_489860,10,2005
53_489860,9,2006
53_489860,9,2007
53_489860,11,2008
53_489860,9,2009
53_489860,8,2011
53_489860,10,2014
53_489861,10,2004
53_489861,7,2005
53_489861,8,2006
53_489861,8,2007
53_489861,7,2008
53_489861,8,2009
53_489862,8,2004
53_489862,9,2005
53_489862,8,2006
53_489862,9,2007
53_489862,8,2009
53_489862,10,2011
53_489862,8,2014
53_802046,9,2014
53_802047,9,2014
54_489863,6,2004
54_489863,2,2005
54_489863,5,2007
54_489863,3,2008
54_489863,6,2009
54_489863,4,2011
54_489863,4,2014
54_489864,2,2004
54_489864,5,2005
54_489864,6,2006
54_489864,7,2007
54_489864,6,2008
54_489864,4,2009
54_489865,3,2004
54_489865,4,2005
54_489865,2,2006
54_489865,3,2007
54_489865,4,2008
54_489865,3,2009
54_489865,4,2011
54_489865,6,2014
54_489866,6,2004
54_489866,5,2006
54_489866,5,2007
54_489866,5,2008
54_489866,4,2009
54_489867,3,2004
54_489867,3,2005
54_489867,1,2006
54_489867,3,2007
54_489867,3,2008
54_489867,3,2009
54_489867,4,2011
54_489867,4,2014
54_489868,1,2004
54_489868,3,2005
54_489868,2,2006
54_489868,3,2007
54_489868,3,2008
54_489868,3,2009
54_489869,1,2004
54_489869,2,2005
54_489869,1,2006
54_489869,1,2007
54_489869,3,2008
54_489869,3,2009
54_489869,2,2011
54_489869,2,2014
54_489870,5,2004
54_489870,4,2005
54_489870,4,2007
54_489870,5,2008
54_489870,5,2009
54_489871,6,2004
54_489871,6,2005
54_489871,5,2006
54_489871,6,2007
54_489871,5,2008
54_489871,5,2009
54_489872,5,2004
54_489872,6,2005
54_489872,7,2006
54_489872,6,2007
54_489872,4,2008
54_489872,7,2009
54_489873,5,2004
54_489873,8,2005
54_489873,7,2006
54_489873,7,2007
54_489873,7,2008
54_489873,6,2009
54_489873,7,2011
54_489873,6,2014
54_489874,5,2004
54_489874,6,2005
54_489874,6,2006
54_489874,7,2007
54_489874,5,2008
54_489874,7,2009
54_489874,6,2011
54_489874,4,2014
54_489875,7,2004
54_489875,6,2005
54_489875,6,2006
54_489875,5,2007
54_489875,6,2008
54_489875,7,2009
54_489875,5,2011
54_489875,4,2014
54_489876,6,2004
54_489876,7,2005
54_489876,7,2006
54_489876,6,2007
54_489876,8,2008
54_489876,8,2009
54_489877,5,2004
54_489877,6,2005
54_489877,6,2006
54_489877,6,2007
54_489877,5,2008
54_489877,7,2009
54_489877,6,2011
54_489877,7,2014
54_489878,6,2004
54_489878,7,2007
54_489878,8,2008
54_489878,4,2009
54_489879,6,2004
54_489879,6,2005
54_489879,6,2006
54_489879,7,2007
54_489879,6,2008
54_489879,7,2009
54_489879,7,2011
54_489879,7,2014
54_489880,7,2004
54_489880,6,2005
54_489880,6,2006
54_489880,6,2007
54_489880,5,2008
54_489880,4,2009
54_489881,5,2004
54_489881,6,2005
54_489881,4,2006
54_489881,4,2007
54_489881,6,2008
54_489881,4,2009
54_489881,6,2011
54_489881,7,2014
54_489882,5,2004
54_489882,7,2005
54_489882,6,2006
54_489882,8,2007
54_489882,7,2008
54_489882,5,2009
55_489883,7,2004
55_489883,7,2005
55_489883,6,2006
55_489883,10,2007
55_489883,10,2008
55_489883,7,2009
55_489884,12,2004
55_489884,13,2005
55_489884,11,2006
55_489884,10,2007
55_489884,14,2008
55_489884,11,2009
55_489885,4,2005
55_489885,6,2006
55_489885,4,2008
55_489885,4,2009
55_489885,5,2011
55_489885,10,2014
55_489886,8,2004
55_489886,10,2005
55_489886,11,2006
55_489886,9,2007
55_489886,9,2008
55_489886,8,2009
55_489887,9,2004
55_489887,7,2005
55_489887,9,2006
55_489887,6,2009
55_489888,15,2004
55_489888,10,2005
55_489888,13,2006
55_489888,10,2007
55_489888,11,2008
55_489888,15,2009
55_489889,11,2004
55_489889,12,2005
55_489889,14,2006
55_489889,6,2007
55_489889,8,2008
55_489889,11,2009
55_489890,11,2004
55_489890,12,2005
55_489890,8,2006
55_489890,8,2007
55_489890,10,2008
55_489890,7,2009
55_489891,10,2004
55_489891,11,2005
55_489891,13,2006
55_489891,8,2007
55_489891,14,2008
55_489891,9,2009
55_489892,7,2004
55_489892,7,2005
55_489892,6,2006
55_489892,9,2007
55_489892,9,2009
55_489893,13,2004
55_489893,14,2005
55_489893,16,2006
55_489893,13,2007
55_489893,14,2008
55_489893,16,2009
55_489893,11,2011
55_489893,18,2014
55_489894,15,2004
55_489894,13,2005
55_489894,17,2006
55_489894,15,2007
55_489894,9,2008
55_489894,14,2009
55_489895,10,2004
55_489895,13,2005
55_489895,10,2006
55_489895,7,2007
55_489895,9,2008
55_489895,7,2009
55_489896,13,2004
55_489896,15,2005
55_489896,12,2006
55_489896,9,2007
55_489896,12,2008
55_489896,13,2009
55_489897,12,2004
55_489897,10,2005
55_489897,15,2006
55_489897,12,2007
55_489897,10,2008
55_489897,10,2009
55_489898,11,2004
55_489898,11,2005
55_489898,11,2006
55_489898,10,2007
55_489898,10,2008
55_489898,11,2009
55_489899,9,2004
55_489899,9,2005
55_489899,14,2006
55_489899,4,2007
55_489899,8,2009
55_489900,9,2004
55_489900,12,2005
55_489900,12,2006
55_489900,9,2007
55_489900,13,2008
55_489900,13,2009
55_489901,13,2004
55_489901,12,2005
55_489901,15,2006
55_489901,13,2007
55_489901,12,2008
55_489901,14,2009
55_489901,14,2011
55_489901,14,2014
55_489902,11,2004
55_489902,5,2005
55_489902,5,2006
55_489902,9,2007
55_489902,14,2008
55_489902,5,2009
55_489903,11,2004
55_489903,14,2005
55_489903,11,2006
55_489903,7,2007
55_489903,10,2008
55_489903,13,2009
55_489904,11,2004
55_489904,8,2005
55_489904,11,2006
55_489904,4,2007
55_489904,9,2009
55_489904,9,2011
55_489904,15,2014
55_489905,11,2004
55_489905,14,2005
55_489905,14,2006
55_489905,13,2007
55_489905,7,2008
55_489905,12,2009
55_489906,10,2004
55_489906,5,2005
55_489906,9,2006
55_489906,6,2007
55_489906,12,2008
55_489906,9,2009
55_489907,8,2004
55_489907,4,2005
55_489907,9,2006
55_489907,8,2009
55_489907,7,2011
55_489907,16,2014
55_489908,7,2004
55_489908,8,2005
55_489908,7,2006
55_489908,6,2007
55_489908,7,2008
55_489908,11,2009
55_489909,14,2004
55_489909,14,2005
55_489909,13,2006
55_489909,14,2007
55_489909,13,2008
55_489909,10,2009
55_489909,11,2011
55_489909,16,2014
55_489910,12,2004
55_489910,5,2005
55_489910,11,2006
55_489910,11,2007
55_489910,11,2008
55_489910,4,2009
55_489911,12,2004
55_489911,8,2005
55_489911,7,2007
55_489911,7,2009
55_489912,5,2004
55_489912,11,2005
55_489912,9,2006
55_489912,9,2007
55_489912,7,2009
55_489913,11,2004
55_489913,10,2005
55_489913,11,2006
55_489913,11,2007
55_489913,11,2008
55_489913,7,2009
55_489913,9,2011
55_489913,11,2014
55_489914,10,2004
55_489914,10,2005
55_489914,14,2006
55_489914,10,2007
55_489914,10,2008
55_489914,15,2009
55_489914,13,2011
55_489914,13,2014
55_489915,16,2004
55_489915,16,2005
55_489915,14,2006
55_489915,10,2007
55_489915,15,2008
55_489915,14,2009
55_489915,11,2011
55_489915,14,2014
55_489916,15,2004
55_489916,15,2005
55_489916,15,2006
55_489916,13,2007
55_489916,14,2008
55_489916,16,2009
55_489917,11,2004
55_489917,5,2005
55_489917,9,2006
55_489917,3,2007
55_489917,7,2008
55_489917,5,2009
55_489918,9,2004
55_489918,15,2005
55_489918,15,2006
55_489918,11,2007
55_489918,10,2009
55_489919,7,2004
55_489919,6,2005
55_489919,8,2006
55_489919,7,2007
55_489919,8,2009
55_489920,10,2004
55_489920,9,2005
55_489920,9,2006
55_489920,6,2007
